"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Thursday Kitchen","False","True","4","It’s a pretty good place to share small plates with a group of people so you get to try a variety of dishes. Truffle Mac and cheese and kimchi paella were probably my favorite dishes from what I remember ","2022-05-26 17:44:10.588478+00:00"
"Au Za’atar","False","True","5","Chicken Kebab sandwich was delicious and reasonably priced. Really liked the dips/sauces that came with it too. Would definitely order again ","2022-07-15 02:54:18.484496+00:00"
