"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Raíz NYC","False","True","5","The vegan birria tacos were one of the best tacos I’ve ever had! Highly recommend","2022-07-15 03:28:16.514209+00:00"
"Málà Project","False","True","5","","2022-07-12 05:12:11.485983+00:00"
