"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Hangry Joe's Hot Chicken","False","True","4","","2022-06-02 22:35:32.247369+00:00"
"Chaophraya Thai Herndon","False","True","5","","2022-06-02 22:38:09.378288+00:00"
