"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Alfie's","False","True","5","Great vibes","2022-05-20 21:31:50.992771+00:00"
"VIV Regional Thai Cuisine","False","True","5","Amazing Thai ","2022-05-20 21:32:02.818407+00:00"
