"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Gypsy Kitchen DC","False","True","4","Really liked the small plates! Kebabs were just have","2022-05-08 16:04:25.532636+00:00"
"Caffè Panna","False","True","5","Love the gelato!!! Must try","2022-04-27 12:27:08.014514+00:00"
"Ofrenda","False","True","3","Thought dinner menu was limiting. Worth going for apps and margs ","2022-05-08 16:01:30.561655+00:00"
