"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Hummus Kitchen","False","True","4","Broad variety of meat plates (chicken, lamb, and more!) and large portions. Hummus was super creamy, and the brunch menu is also really good! Try the Shakshuka","2022-06-26 18:51:21.474382+00:00"
"Ralph's Coffee","True","False","","",""
