"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Blue Water Seafood","False","True","5","Love their fish tacos ","2022-05-09 23:48:17.104212+00:00"
"Kødbyens Fiskebar","False","True","4","Had the fish, bread, and cheese platter here which were really great ","2022-06-09 02:31:04.468212+00:00"
