"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Saffron Indian Cuisine","False","True","5","A local favorite, have been here hundred of times. Quality and amount of food is always great and has a ton of Vegetarian Options. We got the Paneer Tikka Masala and Malai Kofta with Naan. ","2022-07-31 17:09:55.502264+00:00"
"JINYA Ramen Bar","False","True","4","Several option for vegan and vegetarian ramen. It’s most popular ones are actually the vegan ones so it was nice to have so many options. Also had impossible meat gyoza and add ins for the ramen which was awesome ","2022-07-10 17:48:35.703593+00:00"
