"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Pho Viet","False","True","5","This place is lit. Their pho is very authentic and their spicy is actually spicy, so beware! One of my two favorite pho places in dc","2022-04-15 21:57:51.660083+00:00"
"Bobs Donuts","False","True","5","Their cronuts are to die for. Don’t listen to Akhil this place is a 5 star","2022-04-15 21:58:36.420546+00:00"
"The Italian Homemade Company","True","False","","",""
