"Place","Want to taste","Tasted","Rating","Review","Timestamp"
"Souvla","False","True","3","Okay for lunch, phenomenal for drunchies, the fries with the “granch” sauce though were amazing","2022-05-20 04:37:20.273724+00:00"
"Bella Trattoria","False","True","5","Super fresh food, best Italian I’ve had since New York!","2022-07-07 04:50:23.227974+00:00"
